Client,Products,Target
Emma    ,Vine Kefir Sweet,positive
Alla    ,Kefir Sugar Cream,positive
Emma    ,Water Vodka Salt,negative
Gina    ,Cream Cheese Sugar,positive
Filona  ,Sweet Vodka Iogurt,positive
Filona  ,Salo Onion Milk,positive
Emma    ,Milk Beer Salo,positive
Gina    ,Abritos Sweet Water,negative
Dorophy ,Fries Bananas Salo,negative
Ira     ,Eris Sweet Water,negative
Emma    ,Beer Cigar Vodka,negative
Emma    ,Salt Cream Onion,positive
Ann     ,Kefir Fries Bananas,positive
Hilary  ,Water Sweet Cheese,positive
Sophy   ,Salt Pepper Cheese,positive
Hilary  ,Cream Pepper Water,positive
Ann     ,Beer Onion Salt,negative
Alla    ,Beer Onion Bread,negative
Alla    ,Cheese Pepper Kefir,positive
Chloe   ,Vodka Fries Onion,negative
Filona  ,Cigar Salt Milk,positive
Alla    ,Sweet Cream Bread,positive
Emma    ,Milk Eris Sweet,positive
Sophy   ,Bananas Vine Kefir,positive
Dorophy ,Salt Bananas Bread,negative
Dorophy ,Cigar Cream Abritos,positive
Hilary  ,Water Onion Cheese,positive
Gina    ,Cream Salo Cigar,positive
Sophy   ,Bananas Vodka Abritos,negative
Filona  ,Sweet Pepper Abritos,negative
Ann     ,Cheese Abritos Kefir,positive
Chloe   ,Eris Beer Water,negative
Hilary  ,Pepper Iogurt Vine,positive
Chloe   ,Water Salo Milk,positive
Alla    ,Onion Cigar Milk,positive
Dorophy ,Abritos Bananas Vine,negative
Ira     ,Water Pepper Bread,negative
Gina    ,Iogurt Vine Salo,positive
Hilary  ,Eris Salo Sweet,negative
Sophy   ,Eris Pepper Cream,positive
Alla    ,Cream Iogurt Milk,positive
Dorophy ,Milk Cream Sweet,positive
Ann     ,Beer Bananas Eris,negative
Gina    ,Sugar Water Sweet,negative
Ira     ,Sweet Iogurt Fries,positive
Alla    ,Vine Iogurt Salt,positive
Dorophy ,Bananas Cigar Abritos,negative
Chloe   ,Eris Sugar Salo,negative
Emma    ,Beer Vodka Pepper,negative
Filona  ,Cigar Iogurt Sweet,positive
Gina    ,Sugar Kefir Cream,positive
Dorophy ,Fries Salt Onion,negative
Sophy   ,Salo Cigar Water,negative
Alla    ,Onion Eris Pepper,negative
Ann     ,Cream Cigar Iogurt,positive
Ira     ,Salt Cigar Water,negative
Hilary  ,Abritos Beer Salt,negative
Gina    ,Iogurt Kefir Vine,positive
Alla    ,Beer Vodka Abritos,negative
Hilary  ,Cigar Bananas Abritos,negative
Sophy   ,Milk Fries Kefir,positive
Alla    ,Sugar Salt Bread,negative
Ann     ,Sugar Beer Pepper,negative
Sophy   ,Sweet Fries Bread,negative
Ann     ,Water Onion Fries,negative
Dorophy ,Bananas Cream Beer,positive
Chloe   ,Onion Sweet Cream,positive
Alla    ,Kefir Water Onion,positive
Alla    ,Sugar Pepper Iogurt,positive
Dorophy ,Kefir Iogurt Sweet,positive
Gina    ,Milk Beer Bananas,positive
Sophy   ,Beer Salo Sugar,negative
Gina    ,Cream Onion Vine,positive
Sophy   ,Beer Salo Vodka,negative
Sophy   ,Kefir Pepper Sweet,positive
Sophy   ,Kefir Salo Vodka,positive
Emma    ,Fries Kefir Vodka,positive
Filona  ,Cream Bananas Kefir,positive
Filona  ,Bread Pepper Abritos,negative
Emma    ,Vodka Bananas Vine,negative
Alla    ,Abritos Kefir Vine,positive
Dorophy ,Cheese Milk Onion,positive
Alla    ,Bread Eris Vine,negative
Alla    ,Cigar Salt Vodka,negative
Alla    ,Bread Salt Water,negative
Ann     ,Eris Bananas Cream,positive
Hilary  ,Milk Iogurt Sweet,positive
Filona  ,Vine Onion Sugar,negative
Chloe   ,Kefir Pepper Bananas,positive
Dorophy ,Eris Onion Cigar,negative
Chloe   ,Abritos Sugar Sweet,negative
Ira     ,Sweet Cream Onion,positive
Sophy   ,Water Bread Cream,positive
Sophy   ,Eris Bread Kefir,positive
Chloe   ,Sweet Fries Sugar,negative
Ira     ,Salo Cigar Cheese,positive
Chloe   ,Sweet Vine Onion,negative
Ira     ,Milk Abritos Water,positive
Chloe   ,Eris Fries Onion,negative
Ann     ,Kefir Fries Eris,positive
Gina    ,Fries Kefir Vodka,positive
Alla    ,Kefir Salo Iogurt,positive
Ira     ,Pepper Abritos Vine,negative
Gina    ,Cheese Salo Kefir,positive
Gina    ,Salt Fries Vine,negative
Ann     ,Fries Abritos Water,negative
Ira     ,Bananas Fries Iogurt,positive
Hilary  ,Sweet Vodka Beer,negative
Dorophy ,Bread Pepper Sugar,negative
Chloe   ,Kefir Cigar Beer,positive
Chloe   ,Bread Eris Vine,negative
Sophy   ,Vodka Bananas Cheese,positive
Gina    ,Abritos Bananas Beer,negative
Alla    ,Iogurt Kefir Beer,positive
Sophy   ,Sweet Milk Sugar,positive
Sophy   ,Beer Cigar Onion,negative
Filona  ,Beer Vine Bread,negative
Ira     ,Bananas Vodka Onion,negative
Sophy   ,Pepper Bananas Bread,negative
Emma    ,Cigar Onion Abritos,negative
Filona  ,Cream Vodka Salt,positive
Emma    ,Cheese Iogurt Abritos,positive
Ann     ,Water Beer Bread,negative
Hilary  ,Salo Eris Beer,negative
Dorophy ,Water Sweet Cigar,negative
Gina    ,Kefir Vine Beer,positive
Hilary  ,Cream Beer Vodka,positive
Filona  ,Onion Cigar Vine,negative
Hilary  ,Eris Vine Cheese,positive
Alla    ,Vodka Abritos Vine,negative
Chloe   ,Bread Vine Beer,negative
Dorophy ,Kefir Sugar Water,positive
Hilary  ,Beer Salt Water,negative
Ann     ,Cream Sugar Salt,positive
Gina    ,Salo Sugar Pepper,negative
Ann     ,Iogurt Cheese Pepper,positive
Sophy   ,Bread Cream Cigar,positive
Dorophy ,Vodka Pepper Bananas,negative
Emma    ,Salt Eris Sugar,negative
Emma    ,Fries Onion Abritos,negative
Gina    ,Abritos Beer Pepper,negative
Sophy   ,Bread Iogurt Milk,positive
Chloe   ,Bread Onion Abritos,negative
Alla    ,Cream Pepper Water,positive
Ann     ,Iogurt Beer Vine,positive
Ira     ,Fries Bread Cheese,positive
Dorophy ,Cigar Abritos Bananas,negative
Sophy   ,Cream Bananas Pepper,positive
Sophy   ,Abritos Milk Sweet,positive
Filona  ,Water Sweet Cigar,negative
Alla    ,Bananas Iogurt Fries,positive
Hilary  ,Cream Cheese Vodka,positive
Chloe   ,Iogurt Sugar Cigar,positive
Filona  ,Kefir Bread Abritos,positive
Alla    ,Kefir Beer Salt,positive
Ann     ,Sugar Sweet Vine,negative
Sophy   ,Beer Eris Fries,negative
Hilary  ,Sugar Eris Cream,positive
Emma    ,Cream Milk Vine,positive
Sophy   ,Onion Abritos Water,negative
Hilary  ,Bananas Sweet Salt,negative
Chloe   ,Cigar Eris Kefir,positive
Ann     ,Cheese Cigar Bread,positive
Hilary  ,Abritos Kefir Salo,positive
Ira     ,Vine Sugar Iogurt,positive
Filona  ,Water Iogurt Cream,positive
Gina    ,Cigar Vine Fries,negative
Alla    ,Bread Kefir Cigar,positive
Alla    ,Salt Cigar Pepper,negative
Hilary  ,Bananas Abritos Water,negative
Ann     ,Cheese Fries Vodka,positive
Dorophy ,Abritos Kefir Bread,positive
Gina    ,Sweet Abritos Salt,negative
Ira     ,Water Abritos Pepper,negative
Sophy   ,Water Kefir Salt,positive
Gina    ,Fries Abritos Vodka,negative
Ann     ,Bananas Water Vine,negative
Gina    ,Cream Sweet Cigar,positive
Ira     ,Onion Eris Abritos,negative
Sophy   ,Vodka Fries Onion,negative
Emma    ,Salt Cream Water,positive
Sophy   ,Bananas Water Abritos,negative
Chloe   ,Salo Kefir Milk,positive
Alla    ,Fries Vodka Milk,positive
Emma    ,Cigar Eris Salo,negative
Alla    ,Cheese Kefir Fries,positive
Ira     ,Vodka Vine Abritos,negative
Hilary  ,Salt Vine Sweet,negative
Alla    ,Salo Vodka Milk,positive
Ann     ,Vodka Cream Sweet,positive
Gina    ,Cream Pepper Water,positive
Chloe   ,Cigar Water Cream,positive
Alla    ,Bread Iogurt Onion,positive
Hilary  ,Bananas Salt Sweet,negative
Emma    ,Sugar Onion Salt,negative
Ann     ,Fries Cheese Sugar,positive
Filona  ,Pepper Vine Abritos,negative
Gina    ,Pepper Sugar Cheese,positive
Sophy   ,Salo Bread Onion,negative
Ann     ,Fries Bread Vodka,negative
Dorophy ,Salo Sugar Cream,positive
Filona  ,Salo Abritos Iogurt,positive
Gina    ,Water Salo Beer,negative
Hilary  ,Fries Iogurt Salo,positive
Filona  ,Sugar Water Salo,negative
Filona  ,Pepper Bread Onion,negative
Dorophy ,Bananas Vodka Sugar,negative
Emma    ,Salt Bananas Vodka,negative
Dorophy ,Vine Fries Cigar,negative
Gina    ,Onion Bread Salt,negative
Sophy   ,Salt Abritos Sweet,negative
Ann     ,Salo Iogurt Cream,positive
Alla    ,Onion Salo Vine,negative
Sophy   ,Cigar Onion Abritos,negative
Ira     ,Eris Onion Kefir,positive
Hilary  ,Salo Eris Kefir,positive
Gina    ,Milk Cigar Abritos,positive
Sophy   ,Vine Abritos Bananas,negative
Chloe   ,Vodka Water Sugar,negative
Dorophy ,Eris Bread Pepper,negative
Ann     ,Cigar Water Salt,negative
Ann     ,Iogurt Eris Salt,positive
Dorophy ,Water Salt Eris,negative
Gina    ,Bread Vodka Bananas,negative
Emma    ,Beer Vodka Milk,positive
Alla    ,Milk Pepper Vodka,positive
Dorophy ,Iogurt Water Fries,positive
Chloe   ,Sugar Salo Fries,negative
Gina    ,Vodka Abritos Bananas,negative
Dorophy ,Bread Onion Water,negative
Alla    ,Abritos Bread Iogurt,positive
Alla    ,Bananas Milk Onion,positive
Emma    ,Vodka Bananas Bread,negative
Alla    ,Salt Kefir Salo,positive
Sophy   ,Salo Abritos Milk,positive
Sophy   ,Cream Abritos Milk,positive
Sophy   ,Bread Pepper Water,negative
Dorophy ,Water Sweet Milk,positive
Ann     ,Salo Cheese Pepper,positive
Hilary  ,Bread Fries Cigar,negative
Chloe   ,Bread Salo Water,negative
Chloe   ,Cheese Sugar Bananas,positive
Dorophy ,Water Cream Sugar,positive
Ira     ,Bananas Cheese Kefir,positive
Ann     ,Pepper Sweet Beer,negative
Ira     ,Sugar Vine Bananas,negative
Filona  ,Eris Cigar Kefir,positive
Chloe   ,Fries Eris Bread,negative
Alla    ,Salt Sweet Milk,positive
Alla    ,Iogurt Vodka Bread,positive
Chloe   ,Sugar Bread Cream,positive
Emma    ,Bananas Kefir Sweet,positive
Chloe   ,Sugar Salo Salt,negative
Chloe   ,Sweet Eris Fries,negative
Ann     ,Sweet Iogurt Milk,positive
Alla    ,Iogurt Cheese Milk,positive
Alla    ,Iogurt Water Bananas,positive
Hilary  ,Salo Vine Pepper,negative
Dorophy ,Beer Cream Vodka,positive
Emma    ,Kefir Onion Eris,positive
Dorophy ,Salt Milk Water,positive
Hilary  ,Milk Sweet Eris,positive
Chloe   ,Sweet Milk Salo,positive
Dorophy ,Water Vodka Milk,positive
Gina    ,Salo Abritos Sweet,negative
Hilary  ,Fries Milk Bananas,positive
Ann     ,Onion Iogurt Water,positive
Chloe   ,Eris Vodka Beer,negative
Gina    ,Kefir Abritos Cream,positive
Sophy   ,Cheese Vine Bananas,positive
Dorophy ,Water Sweet Kefir,positive
Chloe   ,Bread Water Sugar,negative
Hilary  ,Vodka Vine Salt,negative
Gina    ,Sugar Cigar Bread,negative
Sophy   ,Cigar Sweet Kefir,positive
Ann     ,Abritos Cream Bread,positive
Alla    ,Vodka Kefir Bread,positive
Sophy   ,Bananas Cheese Onion,positive
Alla    ,Abritos Fries Sugar,negative
Sophy   ,Milk Cheese Salt,positive
Alla    ,Milk Water Cigar,positive
Chloe   ,Bread Water Salo,negative
Chloe   ,Abritos Sweet Cream,positive
Sophy   ,Abritos Cream Eris,positive
Ira     ,Pepper Milk Salo,positive
Gina    ,Fries Abritos Onion,negative
Emma    ,Onion Beer Eris,negative
Sophy   ,Vodka Cream Kefir,positive
Sophy   ,Fries Vodka Salo,negative
Gina    ,Vodka Fries Cigar,negative
Alla    ,Bananas Kefir Pepper,positive
Filona  ,Beer Salo Milk,positive
Hilary  ,Salt Pepper Cream,positive
Ann     ,Cheese Beer Bananas,positive
Sophy   ,Bananas Bread Salo,negative
Sophy   ,Onion Cheese Milk,positive
Sophy   ,Vodka Abritos Bananas,negative
Ann     ,Salo Water Cheese,positive
Emma    ,Cheese Eris Cigar,positive
Hilary  ,Onion Iogurt Salo,positive
Alla    ,Fries Beer Cheese,positive
Gina    ,Kefir Milk Sugar,positive
Sophy   ,Abritos Bananas Vine,negative
Sophy   ,Bread Sugar Salt,negative
Sophy   ,Milk Salo Onion,positive
Chloe   ,Abritos Sugar Salt,negative
Ira     ,Salo Pepper Eris,negative
Gina    ,Milk Abritos Onion,positive
Alla    ,Pepper Cheese Water,positive
Chloe   ,Iogurt Pepper Eris,positive
Gina    ,Beer Cream Eris,positive
Filona  ,Water Vine Beer,negative
Alla    ,Vodka Kefir Salo,positive
Emma    ,Abritos Bananas Cream,positive
Ira     ,Kefir Sugar Cream,positive
Emma    ,Cigar Salt Bananas,negative
Ann     ,Bread Onion Sweet,negative
Dorophy ,Abritos Sweet Vine,negative
Alla    ,Onion Cream Cigar,positive
Sophy   ,Sweet Cigar Bananas,negative
Hilary  ,Kefir Bread Sugar,positive
Emma    ,Sweet Eris Pepper,negative
Emma    ,Vine Cheese Sugar,positive
Dorophy ,Bread Eris Vine,negative
Hilary  ,Bananas Pepper Cream,positive
Hilary  ,Cheese Cigar Bread,positive
Ann     ,Abritos Vodka Water,negative
Gina    ,Cheese Vine Sugar,positive
Chloe   ,Fries Iogurt Water,positive
Emma    ,Salt Beer Cream,positive
Gina    ,Cheese Sugar Eris,positive
Hilary  ,Beer Vodka Bananas,negative
Gina    ,Vodka Cream Vine,positive
Emma    ,Vodka Iogurt Salt,positive
Chloe   ,Water Cigar Bananas,negative
Filona  ,Fries Kefir Eris,positive
Chloe   ,Bananas Fries Beer,negative
Alla    ,Milk Abritos Sugar,positive
Gina    ,Salt Sweet Vodka,negative
Emma    ,Abritos Eris Vine,negative
Sophy   ,Bananas Kefir Vine,positive
Chloe   ,Eris Cream Sweet,positive
Chloe   ,Abritos Milk Beer,positive
Gina    ,Kefir Sugar Iogurt,positive
Emma    ,Abritos Onion Cheese,positive
Ann     ,Bananas Onion Sweet,negative
Chloe   ,Eris Cigar Salo,negative
Dorophy ,Cigar Sweet Cream,positive
Ann     ,Eris Cream Salt,positive
Gina    ,Vine Kefir Salt,positive
Ira     ,Bread Salt Eris,negative
Filona  ,Vine Sugar Salt,negative
Sophy   ,Water Pepper Bread,negative
Chloe   ,Fries Vine Bread,negative
Emma    ,Salo Milk Beer,positive
Emma    ,Cheese Kefir Fries,positive
Hilary  ,Milk Sweet Cream,positive
Hilary  ,Beer Fries Pepper,negative
Ann     ,Cheese Sweet Sugar,positive
Hilary  ,Water Sweet Vodka,negative
Ira     ,Bread Cheese Vodka,positive
Sophy   ,Beer Sugar Fries,negative
Chloe   ,Bananas Kefir Salo,positive
Hilary  ,Salo Milk Cream,positive
Chloe   ,Salo Fries Cheese,positive
Gina    ,Water Sweet Vine,negative
Gina    ,Cream Bananas Salt,positive
Dorophy ,Pepper Milk Bananas,positive
Chloe   ,Bread Salt Sweet,negative
Sophy   ,Bananas Kefir Beer,positive
Dorophy ,Bread Bananas Vine,negative
Dorophy ,Sweet Cigar Fries,negative
Hilary  ,Beer Eris Abritos,negative
Emma    ,Pepper Cream Sugar,positive
Gina    ,Sugar Bread Water,negative
Gina    ,Vine Salt Kefir,positive
Alla    ,Cigar Milk Cheese,positive
Hilary  ,Kefir Vine Onion,positive
Ira     ,Bread Water Iogurt,positive
Ira     ,Beer Cigar Salt,negative
Hilary  ,Onion Vine Water,negative
Chloe   ,Eris Pepper Cigar,negative
Dorophy ,Sugar Iogurt Sweet,positive
Hilary  ,Sweet Fries Pepper,negative
Ann     ,Bread Onion Eris,negative
Filona  ,Fries Cheese Sugar,positive
Dorophy ,Pepper Salt Abritos,negative
Chloe   ,Abritos Salo Vodka,negative
Chloe   ,Bananas Cream Iogurt,positive
Ann     ,Iogurt Sweet Bread,positive
Ann     ,Pepper Cigar Sweet,negative
Sophy   ,Bread Sweet Vodka,negative
Filona  ,Pepper Vodka Milk,positive
Hilary  ,Cream Vodka Bananas,positive
Dorophy ,Vine Sweet Salo,negative
Gina    ,Cigar Abritos Water,negative
Emma    ,Onion Pepper Abritos,negative
Gina    ,Cream Onion Fries,positive
Chloe   ,Onion Bread Cigar,negative
Alla    ,Milk Cigar Abritos,positive
Ira     ,Sugar Bananas Salt,negative
Sophy   ,Sweet Milk Abritos,positive
Filona  ,Sugar Sweet Vodka,negative
Gina    ,Water Sweet Salt,negative
Filona  ,Iogurt Cigar Bread,positive
Sophy   ,Cream Bananas Iogurt,positive
Sophy   ,Beer Fries Pepper,negative
Emma    ,Cigar Abritos Kefir,positive
Emma    ,Beer Iogurt Sweet,positive
Dorophy ,Vodka Milk Water,positive
Ann     ,Iogurt Cigar Salo,positive
Hilary  ,Sugar Pepper Kefir,positive
Alla    ,Kefir Vine Salt,positive
Sophy   ,Fries Sugar Vodka,negative
Filona  ,Bananas Water Bread,negative
Sophy   ,Cigar Abritos Eris,negative
Dorophy ,Sweet Iogurt Milk,positive
Ira     ,Kefir Beer Sugar,positive
Ira     ,Pepper Cheese Milk,positive
Dorophy ,Salt Vine Salo,negative
Filona  ,Beer Iogurt Cheese,positive
Alla    ,Water Abritos Salt,negative
Alla    ,Cheese Eris Salo,positive
Alla    ,Abritos Kefir Milk,positive
Filona  ,Water Cheese Salo,positive
Dorophy ,Cigar Kefir Sweet,positive
Ira     ,Salo Bananas Iogurt,positive
Dorophy ,Onion Salo Vodka,negative
Hilary  ,Bread Water Sweet,negative
Gina    ,Onion Cream Abritos,positive
Hilary  ,Vine Milk Pepper,positive
Hilary  ,Kefir Onion Abritos,positive
Hilary  ,Bread Bananas Kefir,positive
Alla    ,Vine Pepper Salo,negative
Hilary  ,Vine Kefir Salt,positive
Sophy   ,Bananas Fries Sweet,negative
Gina    ,Water Cream Kefir,positive
Gina    ,Salo Fries Water,negative
Chloe   ,Vodka Bananas Onion,negative
Gina    ,Pepper Salt Sweet,negative
Dorophy ,Milk Cheese Fries,positive
Filona  ,Cigar Sweet Iogurt,positive
Ira     ,Iogurt Sweet Cream,positive
Ira     ,Onion Sugar Beer,negative
Ann     ,Sugar Bananas Water,negative
Filona  ,Salo Iogurt Beer,positive
Sophy   ,Milk Onion Salt,positive
Alla    ,Cream Milk Bananas,positive
Alla    ,Beer Salt Water,negative
Ann     ,Cream Pepper Abritos,positive
Chloe   ,Abritos Vine Milk,positive
Gina    ,Bread Pepper Cream,positive
Hilary  ,Sugar Bananas Cream,positive
Chloe   ,Milk Bread Water,positive
Ira     ,Cigar Milk Iogurt,positive
Dorophy ,Onion Vine Iogurt,positive
Gina    ,Fries Pepper Cigar,negative
Emma    ,Abritos Bread Pepper,negative
Hilary  ,Cream Bananas Bread,positive
Hilary  ,Cigar Sugar Sweet,negative
Ann     ,Pepper Sweet Sugar,negative
Ira     ,Cigar Bread Vodka,negative
Alla    ,Abritos Cigar Kefir,positive
Sophy   ,Beer Sugar Onion,negative
Dorophy ,Sugar Abritos Sweet,negative
Alla    ,Sweet Cigar Milk,positive
Filona  ,Vodka Bananas Fries,negative
Dorophy ,Pepper Bananas Milk,positive
Alla    ,Vine Milk Beer,positive
Hilary  ,Salo Vodka Cheese,positive
Ira     ,Bananas Eris Bread,negative
Gina    ,Fries Eris Bananas,negative
Hilary  ,Vodka Beer Kefir,positive
Hilary  ,Vodka Cream Iogurt,positive
Dorophy ,Bananas Iogurt Kefir,positive
Dorophy ,Onion Beer Abritos,negative
Ira     ,Onion Pepper Cheese,positive
Gina    ,Sweet Sugar Milk,positive
Sophy   ,Bread Eris Abritos,negative
Gina    ,Beer Cigar Cheese,positive
Alla    ,Salo Kefir Vine,positive
Hilary  ,Cheese Iogurt Fries,positive
Dorophy ,Bread Vine Milk,positive
Chloe   ,Cream Pepper Cheese,positive
Ann     ,Milk Cheese Pepper,positive
Ira     ,Bananas Pepper Cream,positive
Emma    ,Bread Eris Salt,negative
Alla    ,Abritos Salo Sugar,negative
Sophy   ,Sugar Salt Bread,negative
Hilary  ,Eris Water Onion,negative
Ann     ,Vodka Water Vine,negative
Hilary  ,Iogurt Eris Bread,positive
Dorophy ,Bananas Fries Vine,negative
Emma    ,Water Vine Sugar,negative
Alla    ,Abritos Pepper Beer,negative
Hilary  ,Iogurt Pepper Vine,positive
Filona  ,Bread Sweet Cigar,negative
Sophy   ,Sugar Abritos Pepper,negative
Sophy   ,Bananas Abritos Cream,positive
Chloe   ,Eris Vine Salo,negative
Hilary  ,Eris Abritos Pepper,negative
Ann     ,Bananas Cheese Sweet,positive
Filona  ,Cigar Abritos Onion,negative
Filona  ,Iogurt Salo Kefir,positive
Dorophy ,Sugar Bananas Kefir,positive
Ira     ,Pepper Bread Cigar,negative
Chloe   ,Fries Eris Abritos,negative
Hilary  ,Vine Onion Cigar,negative
Alla    ,Pepper Vodka Salo,negative
Gina    ,Cream Water Pepper,positive
Alla    ,Sugar Sweet Pepper,negative
Sophy   ,Sweet Vine Salt,negative
Ira     ,Milk Onion Beer,positive
Emma    ,Eris Salo Salt,negative
Hilary  ,Abritos Vodka Water,negative
Ira     ,Cigar Milk Salt,positive
Chloe   ,Iogurt Abritos Cheese,positive
Emma    ,Salo Vine Water,negative
Emma    ,Iogurt Pepper Milk,positive
Alla    ,Iogurt Onion Cheese,positive
Ann     ,Iogurt Abritos Bread,positive
Ann     ,Onion Bread Salo,negative
Hilary  ,Pepper Abritos Iogurt,positive
Emma    ,Onion Water Salt,negative
Dorophy ,Water Sugar Beer,negative
Emma    ,Kefir Sweet Beer,positive
Ira     ,Abritos Iogurt Sweet,positive
Alla    ,Salt Vodka Cheese,positive
Gina    ,Beer Pepper Abritos,negative
Gina    ,Iogurt Eris Sweet,positive
Filona  ,Iogurt Beer Cheese,positive
Dorophy ,Onion Pepper Cigar,negative
Ira     ,Iogurt Cigar Salo,positive
Alla    ,Bread Vine Cream,positive
Ira     ,Sweet Beer Milk,positive
Filona  ,Milk Cigar Bananas,positive
Dorophy ,Onion Beer Abritos,negative
Gina    ,Onion Beer Salt,negative
Dorophy ,Salt Kefir Abritos,positive
Hilary  ,Onion Water Kefir,positive
Ira     ,Bananas Pepper Cream,positive
Gina    ,Bananas Water Sweet,negative
Dorophy ,Sweet Bread Water,negative
Emma    ,Beer Fries Cigar,negative
Ira     ,Abritos Cream Sweet,positive
Dorophy ,Sweet Vine Kefir,positive
Hilary  ,Water Iogurt Onion,positive
Alla    ,Bananas Cheese Pepper,positive
Hilary  ,Pepper Salt Bananas,negative
Dorophy ,Bananas Sweet Cheese,positive
Dorophy ,Iogurt Water Fries,positive
Filona  ,Eris Sugar Vine,negative
Dorophy ,Vine Kefir Abritos,positive
Emma    ,Iogurt Cream Abritos,positive
Gina    ,Salo Onion Bananas,negative
Sophy   ,Beer Vodka Bananas,negative
Emma    ,Salt Sugar Onion,negative
Emma    ,Kefir Sweet Vine,positive
Ira     ,Cheese Bread Cigar,positive
Ira     ,Water Fries Onion,negative
Gina    ,Iogurt Salt Onion,positive
Hilary  ,Water Vine Salo,negative
Alla    ,Pepper Bananas Cigar,negative
Ira     ,Water Cream Vodka,positive
Dorophy ,Bananas Pepper Cheese,positive
Gina    ,Sweet Abritos Milk,positive
Filona  ,Salt Eris Cheese,positive
Chloe   ,Abritos Cream Iogurt,positive
Alla    ,Fries Vine Bananas,negative
Chloe   ,Cigar Fries Kefir,positive
Ira     ,Abritos Pepper Cream,positive
